vf,width,thickness,k11,k33,p,t,h
0.23644,0.50806,0.68631,0.97368,0.30041,0,1,0
0.05269,0.11731,0.81369,0.39271,0.22062,0,1,0
0.32044,0.64519,0.08031,1.21647,0.24753,0,1,0
0.86981,0.65556,0.42081,2.07424,0.41093,0,1,0
0.01644,0.99419,0.24056,0.93574,0.23655,0,1,0
0.98544,0.76031,0.66056,2.58371,0.58425,0,1,0
0.54919,0.78956,0.85069,1.76037,0.47144,0,1,0
0.94444,0.61581,0.20219,2.18511,0.37022,0,1,0
0.49619,0.00656,0.46556,0.59296,0.22565,0,1,0
0.12944,0.62319,0.58156,0.88041,0.27224,0,1,0
0.93906,0.32094,0.90894,1.48393,0.45109,0,1,0
0.85694,0.90694,0.33006,2.54568,0.43521,0,1,0
0.23381,0.29781,0.78169,0.74244,0.27482,0,1,0
0.86431,0.09019,0.96256,0.80758,0.32767,0,1,0
0.68669,0.97156,0.04656,2.37755,0.34885,0,1,0
0.85581,0.32369,0.34619,1.43441,0.31319,0,1,0
0.30081,0.76169,0.30094,1.34962,0.28035,0,1,0
0.27719,0.65994,0.61506,1.11912,0.3109,0,1,0
0.68019,0.49531,0.78581,1.54977,0.41833,0,1,0
0.61406,0.58831,0.49331,1.60493,0.35394,0,1,0
0.86719,0.34456,0.36344,1.45931,0.31939,0,1,0
0.77356,0.11556,0.12206,0.83103,0.22824,0,1,0
0.01406,0.86494,0.61919,0.84036,0.27272,0,1,0
0.08206,0.36531,0.91531,0.60984,0.26921,0,1,0
0.33469,0.32731,0.76806,0.86825,0.29276,0,1,0
0.76744,0.25781,0.33294,1.2845,0.29047,0,1,0
0.59906,0.33644,0.49969,1.15368,0.29734,0,1,0
0.90094,0.06694,0.07756,0.88008,0.23091,0,1,0
0.20631,0.72544,0.36631,1.13583,0.26933,0,1,0
0.70569,0.96106,0.58044,2.32275,0.48065,0,1,0
0.78044,0.06644,0.63781,0.77523,0.27261,0,1,0
0.16069,0.61044,0.41419,0.93245,0.25604,0,1,0
0.48256,0.49456,0.36769,1.32017,0.2916,0,1,0
0.03994,0.58644,0.52381,0.73719,0.24709,0,1,0
0.02181,0.72219,0.75431,0.78839,0.28429,0,1,0
0.24619,0.93569,0.70019,1.30401,0.35536,0,1,0
0.30356,0.42469,0.63431,0.94943,0.28819,0,1,0
0.28544,0.11256,0.62369,0.5318,0.22977,0,1,0
0.26269,0.69469,0.34206,1.16568,0.2693,0,1,0
0.88131,0.18969,0.41044,1.24649,0.30244,0,1,0
0.35531,0.81981,0.74069,1.4617,0.38777,0,1,0
0.92006,0.92494,0.29669,2.73595,0.4555,0,1,0
0.21769,0.40419,0.05119,0.80021,0.21739,0,1,0
0.41906,0.97756,0.67681,1.67463,0.407,0,1,0
0.49031,0.39619,0.41469,1.06857,0.2737,0,1,0
0.04069,0.30156,0.75606,0.55268,0.24288,0,1,0
0.37344,0.85081,0.13881,1.5725,0.2791,0,1,0
0.53931,0.78594,0.31969,1.82273,0.33441,0,1,0
0.27031,0.13131,0.12706,0.53285,0.20267,0,1,0
0.02556,0.27769,0.55744,0.53443,0.22442,0,1,0
0.88931,0.30631,0.11931,1.47334,0.28246,0,1,0
0.68519,0.20106,0.48494,1.09365,0.28797,0,1,0
0.91219,0.67131,0.04944,2.22851,0.35076,0,1,0
0.09569,0.36956,0.25731,0.64048,0.21491,0,1,0
0.90494,0.96181,0.24994,2.8092,0.44761,0,1,0
0.95481,0.44119,0.44856,1.85513,0.39194,0,1,0
0.66206,0.41844,0.55731,1.3718,0.3398,0,1,0
0.65994,0.39394,0.15906,1.2725,0.26439,0,1,0
0.59106,0.67769,0.09281,1.69283,0.29072,0,1,0
0.70781,0.25281,0.04144,1.23172,0.25143,0,1,0
0.31419,0.13619,0.57556,0.57752,0.23243,0,1,0
0.74594,0.87156,0.03156,2.35376,0.34732,0,1,0
0.79394,0.43719,0.28469,1.63886,0.31863,0,1,0
0.29081,0.41169,0.98956,0.88823,0.33307,0,1,0
0.75256,0.78819,0.61031,2.20022,0.47644,0,1,0
0.31756,0.64269,0.43619,1.18294,0.28716,0,1,0
0.29394,0.07669,0.66669,0.51958,0.23099,0,1,0
0.95056,0.91056,0.70594,2.69546,0.61992,0,1,0
0.90056,0.23456,0.82744,1.32718,0.39531,0,1,0
0.64044,0.63631,0.20231,1.70528,0.30638,0,1,0
0.36394,0.25719,0.26156,0.87391,0.23562,0,1,0
0.25256,0.14681,0.15269,0.5971,0.20739,0,1,0
0.74794,0.11144,0.13981,0.81454,0.22765,0,1,0
0.84256,0.48756,0.84819,1.75788,0.48138,0,1,0
0.81444,0.28594,0.27019,1.35114,0.28919,0,1,0
0.08419,0.62456,0.50906,0.81266,0.25399,0,1,0
0.72956,0.91306,0.34256,2.28577,0.39897,0,1,0
0.48294,0.45306,0.64656,1.2376,0.3339,0,1,0
0.28369,0.96319,0.66906,1.41476,0.36484,0,1,0
0.01231,0.47494,0.31256,0.65378,0.21924,0,1,0
0.76794,0.68544,0.84231,1.95023,0.5163,0,1,0
0.99106,0.75506,0.11419,2.69298,0.40947,0,1,0
0.41806,0.94819,0.90069,1.54861,0.44805,0,1,0
0.69606,0.71756,0.38594,2.00634,0.37679,0,1,0
0.73856,0.91844,0.29556,2.33928,0.39407,0,1,0
0.25581,0.01044,0.64156,0.48389,0.22504,0,1,0
0.25469,0.87206,0.22381,1.33528,0.26845,0,1,0
0.01306,0.73519,0.40581,0.80044,0.24128,0,1,0
0.89081,0.34556,0.34794,1.48401,0.32063,0,1,0
0.56181,0.64144,0.83919,1.5196,0.42654,0,1,0
0.93281,0.02356,0.90206,0.82845,0.32228,0,1,0
0.44669,0.23619,0.16769,0.93674,0.23355,0,1,0
0.31869,0.17606,0.63931,0.72232,0.25652,0,1,0
0.00969,0.23856,0.07731,0.51743,0.19957,0,1,0
0.81569,0.18369,0.60606,1.15063,0.32078,0,1,0
0.05931,0.91981,0.16281,0.9676,0.23286,0,1,0
0.35806,0.90519,0.88544,1.44434,0.42457,0,1,0
0.56119,0.24319,0.37219,1.048,0.26579,0,1,0
0.02356,0.02769,0.47294,0.3587,0.19983,0,1,0
0.43006,0.65444,0.12681,1.39386,0.26593,0,1,0
0.53519,0.46981,0.33606,1.362,0.29196,0,1,0
0.22244,0.74806,0.02631,1.20086,0.2429,0,1,0
0.36906,0.50544,0.25494,1.18058,0.26058,0,1,0
0.73781,0.56606,0.72506,1.73987,0.44005,0,1,0
0.52756,0.47869,0.70481,1.3343,0.3611,0,1,0
0.35819,0.84256,0.48406,1.50766,0.3332,0,1,0
0.91056,0.43131,0.87294,1.70636,0.48397,0,1,0
0.19969,0.48656,0.48606,0.91218,0.26225,0,1,0
0.57056,0.01131,0.67544,0.64205,0.25345,0,1,0
0.23894,0.28269,0.17194,0.76498,0.2199,0,1,0
0.63419,0.64106,0.34194,1.67904,0.32859,0,1,0
0.00519,0.30344,0.65144,0.52121,0.23023,0,1,0
0.89869,0.78181,0.63681,2.47476,0.54182,0,1,0
0.95556,0.67456,0.95556,2.10943,0.62561,0,1,0
0.50581,0.21156,0.22456,0.96465,0.24074,0,1,0
0.35656,0.88419,0.94831,1.41779,0.43628,0,1,0
0.65669,0.22356,0.72831,1.10896,0.32863,0,1,0
0.11431,0.98969,0.94094,0.98421,0.35163,0,1,0
0.77719,0.52444,0.13131,1.83604,0.31246,0,1,0
0.64231,0.01269,0.44831,0.66703,0.23319,0,1,0
0.97156,0.13669,0.10856,0.98562,0.24434,0,1,0
0.71306,0.98944,0.26931,2.46582,0.39759,0,1,0
0.34631,0.23819,0.48631,0.82426,0.25224,0,1,0
0.04906,0.09169,0.56281,0.39914,0.2079,0,1,0
0.28244,0.67531,0.98856,1.0851,0.37684,0,1,0
0.38206,0.84331,0.90769,1.46994,0.4342,0,1,0
0.78869,0.65344,0.04844,1.9833,0.31904,0,1,0
0.87619,0.64494,0.57094,2.04213,0.453,0,1,0
0.77781,0.07094,0.27706,0.80696,0.23817,0,1,0
0.57069,0.61069,0.61381,1.54197,0.37336,0,1,0
0.42244,0.76094,0.88794,1.48866,0.4291,0,1,0
0.07206,0.02131,0.39594,0.38506,0.19977,0,1,0
0.07619,0.93356,0.76931,0.96082,0.31546,0,1,0
0.77581,0.04881,0.78856,0.76319,0.28942,0,1,0
0.75769,0.56119,0.61956,1.786,0.4198,0,1,0
0.15781,0.72619,0.54706,1.04038,0.28756,0,1,0
0.27569,0.31744,0.95881,0.7927,0.3076,0,1,0
0.73756,0.91219,0.83244,2.20034,0.55596,0,1,0
0.46519,0.12044,0.07969,0.64924,0.21002,0,1,0
0.37206,0.13544,0.86206,0.60467,0.26147,0,1,0
0.28769,0.68394,0.79594,1.16186,0.35147,0,1,0
0.25656,0.92356,0.86819,1.26667,0.3879,0,1,0
0.67369,0.36494,0.41781,1.24958,0.29759,0,1,0
0.71844,0.62931,0.09206,1.84119,0.30656,0,1,0
0.35994,0.70194,0.15894,1.34695,0.26369,0,1,0
0.92306,0.07119,0.71044,0.84608,0.29808,0,1,0
0.60181,0.17969,0.38669,0.97803,0.26115,0,1,0
0.08656,0.09994,0.73094,0.4136,0.21917,0,1,0
0.24581,0.50419,0.63369,0.99331,0.29501,0,1,0
0.08156,0.53181,0.85506,0.75846,0.29136,0,1,0
0.15156,0.54531,0.79006,0.86138,0.29855,0,1,0
0.35156,0.92881,0.79169,1.47752,0.40486,0,1,0
0.28619,0.29894,0.08569,0.82576,0.22023,0,1,0
0.98844,0.57269,0.57881,2.15888,0.48574,0,1,0
0.76919,0.97969,0.37856,2.53848,0.44427,0,1,0
0.20494,0.04131,0.86619,0.46182,0.23712,0,1,0
0.42206,0.06806,0.00644,0.60668,0.20547,0,1,0
0.93131,0.84181,0.96031,2.46287,0.68968,0,1,0
0.88319,0.88006,0.95656,2.3814,0.66357,0,1,0
0.05706,0.54356,0.72106,0.73382,0.26936,0,1,0
0.38844,0.45194,0.61931,1.1165,0.31013,0,1,0
0.14819,0.54481,0.27006,0.88772,0.23588,0,1,0
0.56681,0.14644,0.53319,0.8141,0.26011,0,1,0
0.80919,0.25881,0.29494,1.31908,0.28996,0,1,0
0.09806,0.97906,0.33081,1.09036,0.25997,0,1,0
0.43931,0.10606,0.01719,0.63039,0.2073,0,1,0
0.54931,0.07656,0.40731,0.69407,0.2348,0,1,0
0.90344,0.10269,0.29444,0.90203,0.25267,0,1,0
0.71381,0.88094,0.10769,2.28248,0.347,0,1,0
0.91856,0.81219,0.86844,2.46806,0.63537,0,1,0
0.30631,0.75256,0.65069,1.31728,0.34455,0,1,0
0.08481,0.97644,0.50856,1.05548,0.28321,0,1,0
0.85044,0.08731,0.75169,0.82405,0.29709,0,1,0
0.85544,0.97919,0.19994,2.76851,0.42461,0,1,0
0.84744,0.41406,0.78506,1.54086,0.42787,0,1,0
0.16906,0.75581,0.76894,1.06322,0.32937,0,1,0
0.00506,0.99744,0.04556,0.91735,0.22354,0,1,0
0.77656,0.94244,0.09669,2.48177,0.37013,0,1,0
0.30131,0.00544,0.07531,0.51657,0.20023,0,1,0
0.65706,0.42456,0.63031,1.38122,0.35456,0,1,0
0.09019,0.84644,0.88219,0.9517,0.33374,0,1,0
0.97381,0.51944,0.62056,2.05968,0.48192,0,1,0
0.31881,0.47106,0.09219,1.08453,0.23829,0,1,0
0.15956,0.67094,0.39931,0.9547,0.25674,0,1,0
0.83219,0.18044,0.54956,1.15429,0.31114,0,1,0
0.21706,0.40244,0.51869,0.7732,0.25082,0,1,0
0.56694,0.37644,0.79794,1.12522,0.34816,0,1,0
0.99556,0.14169,0.46281,1.10285,0.30375,0,1,0
0.85931,0.62669,0.83531,1.95564,0.52156,0,1,0
0.94031,0.29294,0.03231,1.53708,0.28279,0,1,0
0.33256,0.98431,0.78819,1.44222,0.39806,0,1,0
0.18781,0.85281,0.09369,1.2054,0.24577,0,1,0
0.89494,0.55331,0.90906,1.91308,0.53825,0,1,0
0.06569,0.49444,0.50831,0.73313,0.24434,0,1,0
0.76681,0.71106,0.34131,2.10584,0.37796,0,1,0
0.56719,0.56631,0.30119,1.53303,0.30368,0,1,0
0.26194,0.06744,0.63156,0.50262,0.22596,0,1,0
0.63781,0.43956,0.02056,1.41778,0.26327,0,1,0
0.66994,0.13269,0.83206,0.74534,0.28759,0,1,0
0.62019,0.15519,0.45744,0.90319,0.26224,0,1,0
0.38019,0.43831,0.09306,1.07973,0.23847,0,1,0
0.40194,0.11706,0.54656,0.60111,0.23413,0,1,0
0.25031,0.49981,0.09531,1.01921,0.23344,0,1,0
0.60281,0.05831,0.89344,0.66547,0.28044,0,1,0
0.03119,0.86944,0.59406,0.87551,0.27357,0,1,0
0.35344,0.19181,0.94181,0.75977,0.29831,0,1,0
0.39881,0.85606,0.42519,1.60077,0.33167,0,1,0
0.16531,0.02331,0.71869,0.43692,0.2223,0,1,0
0.19231,0.29944,0.05056,0.72834,0.21249,0,1,0
0.77706,0.54844,0.55131,1.82179,0.40521,0,1,0
0.23331,0.96431,0.91694,1.20473,0.38764,0,1,0
0.81981,0.93656,0.48531,2.50419,0.48286,0,1,0
0.44419,0.67606,0.82856,1.37005,0.39547,0,1,0
0.95319,0.83156,0.35531,2.69982,0.47204,0,1,0
0.37181,0.32781,0.32694,0.92026,0.24614,0,1,0
0.37731,0.10356,0.90594,0.55592,0.25878,0,1,0
0.81456,0.45044,0.80931,1.62852,0.44087,0,1,0
0.88556,0.97956,0.68306,2.62353,0.5871,0,1,0
0.00194,0.53944,0.58369,0.66713,0.24479,0,1,0
0.76644,0.85056,0.26781,2.35315,0.38774,0,1,0
0.06831,0.99194,0.09519,1.05006,0.23439,0,1,0
0.45769,0.01394,0.92319,0.5697,0.26285,0,1,0
0.93706,0.38794,0.81669,1.51382,0.44453,0,1,0
0.14644,0.98669,0.05606,1.21245,0.24416,0,1,0
0.74644,0.96644,0.32331,2.47049,0.41603,0,1,0
0.90406,0.19406,0.08694,1.30827,0.26324,0,1,0
0.00656,0.18069,0.27781,0.4747,0.20265,0,1,0
0.51444,0.93431,0.47081,1.86973,0.3782,0,1,0
0.79731,0.14731,0.28844,1.01388,0.2577,0,1,0
0.44469,0.98119,0.18756,1.85643,0.31119,0,1,0
0.71069,0.80356,0.86644,2.07036,0.53937,0,1,0
0.75644,0.88019,0.53306,2.29837,0.4622,0,1,0
0.04969,0.98594,0.04619,1.0034,0.2293,0,1,0
0.51581,0.97831,0.01756,2.00894,0.30846,0,1,0
0.49231,0.39944,0.15331,1.08553,0.24546,0,1,0
0.25631,0.28994,0.11231,0.79321,0.21897,0,1,0
0.37719,0.90831,0.73281,1.54091,0.40053,0,1,0
0.18219,0.39356,0.42181,0.73473,0.23617,0,1,0
0.47381,0.31556,0.73406,0.99527,0.30942,0,1,0
0.81406,0.89119,0.92581,2.27541,0.61302,0,1,0
0.89519,0.29206,0.41481,1.43937,0.32891,0,1,0
0.20756,0.32594,0.64581,0.73638,0.25908,0,1,0
0.60831,0.82006,0.24069,2.00852,0.33938,0,1,0
0.06994,0.23331,0.50044,0.56036,0.22286,0,1,0
0.09231,0.05144,0.93769,0.39943,0.22957,0,1,0
0.42756,0.72919,0.31456,1.53774,0.30198,0,1,0
0.07531,0.41831,0.67881,0.65742,0.25301,0,1,0
0.75606,0.98244,0.06994,2.56402,0.37172,0,1,0
0.86644,0.18831,0.30231,1.25133,0.28482,0,1,0
0.81781,0.07631,0.31906,0.83318,0.24529,0,1,0
0.26469,0.29831,0.52631,0.78239,0.25169,0,1,0
0.88606,0.87694,0.58919,2.55552,0.53331,0,1,0
0.96669,0.08906,0.03606,0.93377,0.2343,0,1,0
0.90694,0.89781,0.70169,2.59398,0.59097,0,1,0
0.24319,0.73319,0.67381,1.18713,0.33041,0,1,0
0.29356,0.57444,0.11644,1.13389,0.2433,0,1,0
0.75794,0.84594,0.18356,2.34567,0.36709,0,1,0
0.58594,0.85894,0.04706,2.0163,0.31209,0,1,0
0.32406,0.94019,0.77019,1.43346,0.39219,0,1,0
0.24506,0.26219,0.22419,0.75738,0.22257,0,1,0
0.52194,0.05081,0.32156,0.64933,0.22306,0,1,0
0.65406,0.49319,0.86044,1.50367,0.42943,0,1,0
0.75906,0.03194,0.87556,0.74513,0.29628,0,1,0
0.74231,0.56931,0.65581,1.76543,0.42561,0,1,0
0.70869,0.55531,0.40319,1.72842,0.3504,0,1,0
0.76356,0.46856,0.86494,1.60755,0.44992,0,1,0
0.73394,0.49944,0.27044,1.70349,0.31992,0,1,0
0.57294,0.31544,0.70906,1.09863,0.32328,0,1,0
0.94919,0.38031,0.67281,1.55912,0.41828,0,1,0
0.70006,0.25294,0.08269,1.22056,0.25272,0,1,0
0.34856,0.92031,0.30956,1.54032,0.30112,0,1,0
0.52344,0.01619,0.85444,0.61692,0.26625,0,1,0
0.99881,0.76681,0.40756,2.69117,0.4988,0,1,0
0.89806,0.18669,0.52781,1.23043,0.32179,0,1,0
0.83331,0.63731,0.02769,2.03444,0.324,0,1,0
0.67294,0.91719,0.03056,2.2283,0.33332,0,1,0
0.87844,0.50169,0.23719,1.92509,0.34369,0,1,0
0.52781,0.60206,0.95044,1.4178,0.4368,0,1,0
0.70156,0.28106,0.50119,1.2195,0.30862,0,1,0
0.25356,0.49056,0.71819,0.97826,0.30572,0,1,0
0.78831,0.76531,0.42906,2.27146,0.42732,0,1,0
0.31281,0.07294,0.16006,0.54476,0.20466,0,1,0
0.61744,0.58269,0.63469,1.59051,0.38658,0,1,0
0.49306,0.68606,0.99056,1.43918,0.45186,0,1,0
0.50956,0.37919,0.81606,1.06121,0.33867,0,1,0
0.10456,0.37131,0.22631,0.6537,0.21432,0,1,0
0.65419,0.67144,0.16719,1.7716,0.30878,0,1,0
0.19956,0.15994,0.08244,0.59968,0.20501,0,1,0
0.60044,0.62481,0.78831,1.57006,0.42184,0,1,0
0.99644,0.33706,0.14569,1.62022,0.30536,0,1,0
0.33294,0.34869,0.06469,0.89906,0.22473,0,1,0
0.29069,0.20131,0.74794,0.73785,0.26958,0,1,0
0.44981,0.15219,0.67331,0.74587,0.26549,0,1,0
0.58756,0.04794,0.15119,0.69033,0.21663,0,1,0
0.11206,0.61031,0.46994,0.85412,0.25419,0,1,0
0.51094,0.80406,0.16381,1.81218,0.30484,0,1,0
0.75931,0.78081,0.71806,2.19417,0.5123,0,1,0
0.51181,0.26694,0.74569,0.98752,0.3115,0,1,0
0.51169,0.90294,0.66369,1.81339,0.42441,0,1,0
0.15631,0.95931,0.30281,1.18795,0.26548,0,1,0
0.39856,0.47669,0.20144,1.19403,0.25605,0,1,0
0.30581,0.08231,0.41581,0.55189,0.21803,0,1,0
0.18794,0.50644,0.98519,0.87112,0.32967,0,1,0
0.74169,0.06819,0.89169,0.7437,0.29757,0,1,0
0.23206,0.43256,0.03631,0.87963,0.22191,0,1,0
0.13669,0.81206,0.07144,1.09051,0.23635,0,1,0
0.97344,0.67519,0.71156,2.2157,0.54915,0,1,0
0.96369,0.20906,0.96794,1.31271,0.43309,0,1,0
0.72906,0.56394,0.44081,1.76449,0.36687,0,1,0
0.61994,0.73894,0.18281,1.92211,0.32048,0,1,0
0.12656,0.03119,0.68669,0.41855,0.21766,0,1,0
0.56556,0.37794,0.99081,1.10826,0.38467,0,1,0
0.34956,0.26881,0.72156,0.8333,0.28289,0,1,0
0.38131,0.13831,0.22069,0.6346,0.21449,0,1,0
0.25431,0.64169,0.45081,1.08302,0.27779,0,1,0
0.78181,0.45581,0.39294,1.66828,0.3451,0,1,0
0.03506,0.66481,0.26494,0.75555,0.22442,0,1,0
0.79094,0.56056,0.65419,1.8318,0.43938,0,1,0
0.92044,0.56556,0.40281,2.06085,0.40422,0,1,0
0.11881,0.81506,0.69119,1.01586,0.30862,0,1,0
0.91506,0.33581,0.97856,1.45074,0.46795,0,1,0
0.64844,0.59344,0.81656,1.60233,0.43618,0,1,0
0.42919,0.80019,0.25206,1.63599,0.30076,0,1,0
0.93769,0.07281,0.78781,0.86307,0.31424,0,1,0
0.68469,0.28631,0.30844,1.21651,0.27715,0,1,0
0.03031,0.70356,0.10806,0.79491,0.21795,0,1,0
0.25369,0.09131,0.76631,0.5006,0.23628,0,1,0
0.10744,0.09944,0.43831,0.43712,0.20675,0,1,0
0.02081,0.71556,0.07206,0.80074,0.21699,0,1,0
0.94931,0.34444,0.33219,1.5517,0.32895,0,1,0
0.42344,0.52794,0.97544,1.21095,0.39606,0,1,0
0.74194,0.36869,0.18944,1.35816,0.27731,0,1,0
0.77394,0.30556,0.42244,1.32491,0.31023,0,1,0
0.88194,0.46844,0.61094,1.81739,0.43212,0,1,0
0.97606,0.85344,0.45144,2.77615,0.5252,0,1,0
0.89031,0.22006,0.74306,1.31881,0.37556,0,1,0
0.77131,0.09481,0.36256,0.82795,0.24967,0,1,0
0.99381,0.61331,0.56194,2.21526,0.48841,0,1,0
0.68869,0.78094,0.43581,2.11402,0.40605,0,1,0
0.13244,0.00394,0.03306,0.42719,0.19397,0,1,0
0.99019,0.57519,0.32319,2.19971,0.40608,0,1,0
0.43794,0.96506,0.52119,1.77395,0.3759,0,1,0
0.28481,0.25056,0.39694,0.78413,0.23884,0,1,0
0.94431,0.28431,0.17306,1.50849,0.29578,0,1,0
0.77669,0.82044,0.49731,2.30606,0.45391,0,1,0
0.38419,0.90119,0.45594,1.57843,0.33627,0,1,0
0.30931,0.36081,0.82456,0.85066,0.30101,0,1,0
0.87094,0.12594,0.20656,0.88727,0.24153,0,1,0
0.59194,0.58206,0.77294,1.52568,0.41053,0,1,0
0.27981,0.51706,0.71256,1.03768,0.31394,0,1,0
0.39369,0.92719,0.73356,1.58015,0.40764,0,1,0
0.45519,0.91969,0.12556,1.77455,0.29639,0,1,0
0.13431,0.19931,0.06744,0.60775,0.20496,0,1,0
0.95769,0.71031,0.53381,2.46938,0.51125,0,1,0
0.96831,0.04169,0.68094,0.86292,0.29985,0,1,0
0.59669,0.04119,0.24244,0.68372,0.22174,0,1,0
0.82406,0.42656,0.12094,1.61662,0.29333,0,1,0
0.97419,0.79481,0.77919,2.60195,0.63156,0,1,0
0.83319,0.03881,0.52769,0.78919,0.26175,0,1,0
0.34069,0.19894,0.04381,0.7992,0.21705,0,1,0
0.80719,0.54606,0.88419,1.7912,0.49827,0,1,0
0.72131,0.16231,0.83169,0.99162,0.32654,0,1,0
0.12406,0.99456,0.23369,1.16889,0.25489,0,1,0
0.57231,0.08694,0.23956,0.69839,0.22228,0,1,0
0.81169,0.16831,0.58881,1.10188,0.30934,0,1,0
0.96106,0.90931,0.03519,2.8499,0.41478,0,1,0
0.68081,0.77719,0.39944,2.0841,0.39051,0,1,0
0.65719,0.49831,0.51956,1.5736,0.35663,0,1,0
0.72881,0.90481,0.36331,2.27441,0.40622,0,1,0
0.12019,0.34431,0.26731,0.66071,0.21725,0,1,0
0.87781,0.69956,0.21506,2.23694,0.37244,0,1,0
0.73381,0.03531,0.70119,0.72906,0.27234,0,1,0
0.63206,0.42844,0.55281,1.37064,0.33752,0,1,0
0.27894,0.41294,0.62919,0.89125,0.27996,0,1,0
0.00431,0.42181,0.03744,0.58506,0.2031,0,1,0
0.96231,0.08369,0.45706,0.93366,0.28479,0,1,0
0.52894,0.01344,0.25356,0.62733,0.2161,0,1,0
0.49919,0.87931,0.47856,1.79924,0.3698,0,1,0
0.48244,0.58606,0.39544,1.40978,0.30585,0,1,0
0.00731,0.25394,0.53856,0.50769,0.21987,0,1,0
0.98756,0.27119,0.75144,1.45163,0.41032,0,1,0
0.35719,0.66894,0.18006,1.27824,0.26104,0,1,0
0.20081,0.67044,0.96819,0.96362,0.34938,0,1,0
0.38681,0.66119,0.82706,1.26233,0.37577,0,1,0
0.33456,0.68506,0.13744,1.28421,0.25662,0,1,0
0.44769,0.61106,0.34944,1.36967,0.29326,0,1,0
0.65644,0.48394,0.89156,1.48675,0.42972,0,1,0
0.19706,0.39156,0.27669,0.75113,0.22564,0,1,0
0.06706,0.29069,0.50631,0.58477,0.22655,0,1,0
0.84481,0.64794,0.37594,2.0196,0.3859,0,1,0
0.14669,0.84856,0.43881,1.10998,0.2781,0,1,0
0.29444,0.42531,0.00694,0.94252,0.22619,0,1,0
0.58244,0.95894,0.69469,1.98644,0.46382,0,1,0
0.14431,0.29981,0.40931,0.66935,0.22818,0,1,0
0.37756,0.26769,0.37831,0.89023,0.24835,0,1,0
0.35394,0.30606,0.98831,0.85277,0.32452,0,1,0
0.79219,0.98469,0.41194,2.61473,0.46722,0,1,0
0.21269,0.99381,0.58594,1.32525,0.33117,0,1,0
0.68619,0.39781,0.20719,1.29625,0.2729,0,1,0
0.42406,0.27606,0.26606,0.94366,0.24242,0,1,0
0.79481,0.17456,0.21331,1.13945,0.25872,0,1,0
0.02669,0.27319,0.06956,0.54751,0.20132,0,1,0
0.47894,0.57144,0.96969,1.3175,0.41887,0,1,0
0.64719,0.31931,0.14706,1.22271,0.25751,0,1,0
0.70881,0.65519,0.74106,1.76533,0.44767,0,1,0
0.79769,0.05519,0.67206,0.77402,0.2773,0,1,0
0.65856,0.26944,0.07606,1.19609,0.2501,0,1,0
0.35369,0.83356,0.77144,1.45145,0.39299,0,1,0
0.73719,0.68369,0.71769,1.88896,0.46403,0,1,0
0.58444,0.93331,0.54294,1.9935,0.41506,0,1,0
0.05206,0.44231,0.77219,0.66436,0.26382,0,1,0
0.67069,0.53831,0.52194,1.64578,0.36873,0,1,0
0.73094,0.66619,0.50219,1.8296,0.39111,0,1,0
0.80506,0.43194,0.17269,1.61014,0.29846,0,1,0
0.64381,0.11206,0.26444,0.74849,0.22943,0,1,0
0.89431,0.93856,0.64781,2.62939,0.57474,0,1,0
0.76656,0.76481,0.61994,2.17811,0.47807,0,1,0
0.15494,0.25069,0.22019,0.66134,0.21458,0,1,0
0.23019,0.64831,0.04881,1.07148,0.23521,0,1,0
0.63294,0.45006,0.45394,1.45193,0.32644,0,1,0
0.98031,0.62731,0.86181,2.14396,0.58457,0,1,0
0.98344,0.40819,0.25106,1.66079,0.33153,0,1,0
0.98644,0.93194,0.41931,2.87207,0.53256,0,1,0
0.88231,0.83431,0.31419,2.56187,0.43297,0,1,0
0.82269,0.51319,0.37894,1.84725,0.36412,0,1,0
0.32094,0.17819,0.19294,0.74098,0.21939,0,1,0
0.89644,0.90031,0.16681,2.68102,0.4117,0,1,0
0.95219,0.60194,0.58794,2.11436,0.47596,0,1,0
0.21019,0.84894,0.80444,1.18203,0.35602,0,1,0
0.61119,0.25194,0.21994,1.1153,0.25536,0,1,0
0.26081,0.10231,0.22681,0.52424,0.20544,0,1,0
0.17231,0.43569,0.29206,0.82375,0.23246,0,1,0
0.10719,0.16756,0.39106,0.53997,0.21386,0,1,0
0.28969,0.48919,0.83394,1.01457,0.33158,0,1,0
0.23356,0.86144,0.91031,1.20708,0.3862,0,1,0
0.13744,0.92944,0.11019,1.13285,0.24156,0,1,0
0.78481,0.81656,0.79181,2.25025,0.5494,0,1,0
0.76669,0.94156,0.71581,2.33891,0.54163,0,1,0
0.82469,0.83319,0.37106,2.43488,0.43487,0,1,0
0.76531,0.12969,0.80006,0.79526,0.29623,0,1,0
0.84019,0.11881,0.82556,0.82207,0.30639,0,1,0
0.30869,0.94644,0.07119,1.5005,0.26764,0,1,0
0.79456,0.39581,0.67744,1.38818,0.37821,0,1,0
0.11969,0.77444,0.17081,1.03446,0.23845,0,1,0
0.95869,0.81344,0.74669,2.6174,0.61936,0,1,0
0.38656,0.86894,0.83994,1.51133,0.42346,0,1,0
0.20831,0.36681,0.37269,0.75631,0.23391,0,1,0
0.32656,0.72981,0.02231,1.36997,0.25565,0,1,0
0.29856,0.60319,0.73844,1.10843,0.33035,0,1,0
0.32419,0.29431,0.24206,0.85631,0.23203,0,1,0
0.80281,0.38831,0.92644,1.37446,0.43859,0,1,0
